Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Categoría (product.metafields.custom.contexto),Bundle Discount Rate (product.metafields.c_f.bundle_discount_rate),Dimensiones (product.metafields.c_f.dimensions),Grouped Sub Product (product.metafields.c_f.grouped_sub_product),Material (product.metafields.c_f.material),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Número de calificaciones del producto (product.metafields.reviews.rating_count),Tamaño de accesorio (product.metafields.shopify.accessory-size),Grupo de edad (product.metafields.shopify.age-group),Tipo de joyería corporal (product.metafields.shopify.body-jewelry-type),Diseño de la pulsera (product.metafields.shopify.bracelet-design),Tipo de eslabón de cadena (product.metafields.shopify.chain-link-type),Color (product.metafields.shopify.color-pattern),Diseño de aretes (product.metafields.shopify.earring-design),Color del instrumento (product.metafields.shopify.instrument-color),Material de joyería (product.metafields.shopify.jewelry-material),Tipo de joyería (product.metafields.shopify.jewelry-type),Material (product.metafields.shopify.material),Diseño de collar (product.metafields.shopify.necklace-design),Diseño de anillo (product.metafields.shopify.ring-design),Tamaño del anillo (product.metafields.shopify.ring-size),Sexo objetivo (product.metafields.shopify.target-gender),Productos complementarios (product.metafields.shopify--discovery--product_recommendation.complementary_products),Productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products),Configuración de productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products_display),Impulsos de productos en la búsqueda (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Colombia,Price / Colombia,Compare At Price / Colombia,Included / United States,Price / United States,Compare At Price / United States,Status
aretes-mist,,,,,,,,,Plateado,,,,,,,,AR095PLXXW,0,shopify,deny,manual,109000,,TRUE,TRUE,,,,,AR095PLXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR095PLXXW-Plateado-Aretes-Mist-Uso-1.jpg?v=1776435448,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR095PLXXW-Plateado-Aretes-Mist-Uso-1.jpg?v=1776435448,g,,,,,,,,,
aretes-mist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR095PLXXW_plateado_aretes-mist_lf.png?v=1782248168,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aretes-mist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/Cajitas-Mujer-Ls-1_48217a41-b573-4068-867c-11d3c7e268f1.jpg?v=1776457326,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pulsera-mist,Pulsera Mist,"<p>La <strong>Pulsera Mist</strong> es ese detalle sutil que hace todo más especial. Su cadena delicada en acero quirúrgico se complementa con 5 perlas distribuidas a lo largo del diseño, creando un efecto limpio, elegante y fácil de combinar.<br>Elaborada en <strong>acero quirúrgico, es hipoalergénica, resistente al agua</strong> y no cambia de color, ideal para el uso diario.<br></p>",Blunua,Ropa y accesorios > Joyería > Pulseras,Pulseras,"Dorado, for her, madres26, para ella, para ellas, perla, perlas, Plateado, Pulsera, Pulsera for her, Pulseras, pulseras her, Regalo, Regalos, Regalos150W",TRUE,Color,Dorado,,,,,,,,PU085DOXXW,0,shopify,deny,manual,119000,,TRUE,TRUE,,,,,PU085DOXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PU085DOXXW_dorado_pulsera-mist_lf_ec6bc532-01cc-4c03-968c-ba2ad6856520.jpg?v=1776435400,1,,FALSE,,"Pulsera en acero quirúrgico con perlas. Hipoalergénica, resistente al agua, no cambia de color. Pulsera delicada y elegante para mujer.",,,,,,,,,,,,mujer,,"<p><ul>
    <li><strong>Largo:</strong> 16 cm + 4 cm de extensión</li>
    <p></ul>",,"<p><ul>
<li>Acero quirúrgico.</li>
<li>Piedra: Piedra Natural Jade.</li>
<li>Las joyas doradas y rosadas tienen un baño de oro de 14k.</li>
</ul></p>
<p><strong>Características de todas nuestras joyas</strong></p>
<ul>
<li>Al ser fabricadas en acero quirúrgico, son hipoalergénicas.</li>
<li>Resistentes al agua.</li>
<li>Pulidas a mano.</li>
</ul>",,,,adultos,,pulsera,,dorado; plateado,,,acero-inoxidable,joyeria-fina; fine-jewelry,,,,,femenino; female,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PU085DOXXW_dorado_pulsera-mist_lf_ec6bc532-01cc-4c03-968c-ba2ad6856520.jpg?v=1776435400,g,,,TRUE,,,TRUE,,,active
pulsera-mist,,,,,,,,,Plateado,,,,,,,,PU085PLXXW,0,shopify,deny,manual,119000,,TRUE,TRUE,,,,,PU085PLXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PU085PLXXW-Plateado-Pulsera-Mist-Uso-1.jpg?v=1776435400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PU085PLXXW-Plateado-Pulsera-Mist-Uso-1.jpg?v=1776435400,g,,,,,,,,,
pulsera-mist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/Cajitas-Mujer-Ls-1_48217a41-b573-4068-867c-11d3c7e268f1.jpg?v=1776457326,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pulsera-mist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PU085PLXXW_plateado_pulsera-mist_lf_7b0c7aa9-a389-4a5c-b070-bc308a443e93.jpg?v=1776435361,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
collar-mist,Collar Mist,"<p>El <strong>Collar Mist</strong> es ese equilibrio perfecto entre lo clásico y lo actual. Su cadena delicada en acero quirúrgico se combina con 7 perlas distribuidas a lo largo del diseño.<br>Elaborado en <strong>acero quirúrgico, es hipoalergénico, resistente al agua</strong> y no cambia de color, ideal para acompañarte siempre sin preocuparte por el desgaste.</p>",Blunua,Ropa y accesorios > Joyería > Collares,Collares Midis,"Collar, collar for her, Collares, Collares Midi, Collares Midi Her, Collares Midis, Collares Midis Her, Dorado, for her, madres26, Midi, midis, para ella, para ellas, perla, perlas, Plateado, Regalo, Regalos, Regalos150W",TRUE,Color,Dorado,,,,,,,,CO244DOXXW,0,shopify,deny,manual,139000,,TRUE,TRUE,,,,,CO244DOXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CO244DOXXW_dorado_collar-mist_lf_842cda0e-74d4-419e-932b-c20a5f5cedf8.jpg?v=1776434938,1,,FALSE,,"Collar en acero quirúrgico con 7 perlas. Hipoalergénico, resistente al agua, no cambia de color. Cadena delicada y elegante para mujer.",,,,,,,,,,,,mujer,,"<p><ul>
    <li><strong>Largo total:</strong> 41 cm + 6 cm de extensión </li> 
    <p></ul>",,"<p><ul>
<li>Acero quirúrgico.</li>
<li>Las joyas doradas y rosadas tienen un baño de oro de 14k.</li>
</ul></p>
<p><strong>Características de todas nuestras joyas</strong></p>
<ul>
<li>Al ser fabricadas en acero quirúrgico, son hipoalergénicas.</li>
<li>Resistentes al agua.</li>
<li>Pulidas a mano.</li>
</ul>",,,,adultos,,,,dorado; plateado,,,banado-en-oro; acero-inoxidable,joyeria-fina; fine-jewelry,acero-inoxidable,colgante,,,femenino; female,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CO244DOXXW_dorado_collar-mist_lf_842cda0e-74d4-419e-932b-c20a5f5cedf8.jpg?v=1776434938,g,,,TRUE,,,TRUE,,,active
collar-mist,,,,,,,,,Plateado,,,,,,,,CO244PLXXW,0,shopify,deny,manual,139000,,TRUE,TRUE,,,,,CO244PLXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CO244PLXXW-Plateado-Collar-Mist-Uso-1.jpg?v=1776434938,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CO244PLXXW-Plateado-Collar-Mist-Uso-1.jpg?v=1776434938,g,,,,,,,,,
collar-mist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CO244PLXXW_plateado_collar-mist_lf_f9fd5d43-8904-464c-9ff4-f886f6d7d613.jpg?v=1776434938,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
collar-mist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CO244PLXXW_plateado_collar-mist_uso.jpg?v=1776456373,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
collar-mist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/Cajitas-Mujer-Ls-1_48217a41-b573-4068-867c-11d3c7e268f1.jpg?v=1776457326,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aretes-petal,Aretes Petal,"<p>Los <strong>Aretes Petal</strong> tienen ese balance perfecto entre lo orgánico y lo elegante. Su diseño en acero quirúrgico con una perla colgante que aporta movimiento y un toque clásico renovado.<br>Elaborados en <strong>acero quirúrgico, son hipoalergénicos, resistentes al agua</strong> y no cambian de color, pensados para acompañarte siempre.<br></p>",Blunua,Ropa y accesorios > Joyería > Pendientes,Aretes,"Aretes, Aretes for her, Aretes Her, Dorado, for her, madres26, para ella, para ellas, perla, perlas, Plateado, Regalo, Regalos, Regalos150W",TRUE,Color,Dorado,,,,,,,,AR094DOXXW,0,shopify,deny,manual,129000,,TRUE,TRUE,,,,,AR094DOXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR094DOXXW-Dorado-Aretes-Petal-Ls-1.jpg?v=1776186818,1,,FALSE,,"Aretes en acero quirúrgico con perla colgante. Hipoalergénicos, resistentes al agua, no cambian de color. Aretes para mujer.",,,,,,,,,,,,mujer,,"<ul>
<li><strong>Largo dije y perla </strong>:  3.5 cm aprox.</li>
<li><strong>Ancho dije y perla </strong>:  1.3 cm aprox.</li>
</ul>",,"<p><ul>
<li>Acero quirúrgico.</li>
<li>Las joyas doradas y rosadas tienen un baño de oro de 14k.</li>
</ul></p>
<p><strong>Características de todas nuestras joyas</strong></p>
<ul>
<li>Al ser fabricadas en acero quirúrgico, son hipoalergénicas.</li>
<li>Resistentes al agua.</li>
<li>Pulidas a mano.</li>
</ul>",,,,adultos,,,,dorado; plateado-1,caida; largos,,banado-en-oro; acero-inoxidable,joyeria-fina; fine-jewelry,acero-inoxidable,,,,femenino,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CO242DOXXW_dorado_collar-petal_uso_1965ac15-20e2-46a9-8d43-7249ed49f46a.jpg?v=1776456320,g,,,TRUE,,,TRUE,,,active
aretes-petal,,,,,,,,,Plateado,,,,,,,,AR094PLXXW,0,shopify,deny,manual,129000,,TRUE,TRUE,,,,,AR094PLXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CO242DOXXW_dorado_collar-petal_uso_1965ac15-20e2-46a9-8d43-7249ed49f46a.jpg?v=1776456320,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR094PLXXW_plateado_aretes-petal_uso_06c7d78b-c631-49d7-af73-69a0b023aac2.jpg?v=1776456320,g,,,,,,,,,
aretes-petal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR094PLXXW_plateado_aretes-petal_lf_b5001db8-111d-4bb1-8f6b-285db96f3010.jpg?v=1776456320,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aretes-petal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR094DOXXW_dorado_aretes-petal_uso_b3f2a364-d122-42c6-8463-4c46c8526cd6.jpg?v=1776456320,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aretes-petal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR094PLXXW-Plateado-Aretes-Petal-Ls-1.jpg?v=1776456320,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aretes-petal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR094PLXXW_plateado_aretes-petal_uso_06c7d78b-c631-49d7-af73-69a0b023aac2.jpg?v=1776456320,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aretes-petal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR094DOXXW_dorado_aretes-petal_uso_1.jpg?v=1776456320,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aretes-petal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR094DOXXW_dorado_aretes-petal_lf_0eeaafce-56bd-4cf1-8041-3e84a3711f29.jpg?v=1776456320,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aretes-petal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/Cajitas-Mujer-Ls-1_48217a41-b573-4068-867c-11d3c7e268f1.jpg?v=1776457326,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
collar-petal,Collar Petal,"<p>El <strong>Collar Petal</strong> tiene ese equilibrio perfecto entre lo orgánico y lo elegante. Su cadena delicada en acero quirúrgico se complementa con un colgante de perla.<br>Elaborado en <strong>acero quirúrgico, es hipoalergénico, resistente al agua</strong> y no cambia de color, ideal para el uso diario.<br></p>",Blunua,Ropa y accesorios > Joyería > Collares,Collares Midi,"Collar, collar for her, Collares, Collares Midi, Collares Midi Her, Collares Midis, Collares Midis Her, Dorado, for her, madres26, para ella, para ellas, perla, perlas, Plateado, Regalo, Regalos, Regalos150W",TRUE,Color,Dorado,,,,,,,,CO242DOXXW,0,shopify,deny,manual,139000,,TRUE,TRUE,,,,,CO242DOXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CO242DOXXW_dorado_collar-petal_uso.jpg?v=1776456255,1,,FALSE,,"Collar en acero quirúrgico dorado con perla colgante. Hipoalergénico, resistente al agua, no cambia de color. Cadena elegante para mujer.",,,,,,,,,,,,mujer,,"<p><ul>
    <li><strong>Largo:</strong> 43 cm + 3 cm de extensión </li>
    <li><strong>Largo dije y perla:</strong> 3.5 cm aprox. </li>
    <li><strong>Ancho dije y perla:</strong> 1.3 cm aprox. </li>
    <p></ul>",,"<p><ul>
<li>Acero quirúrgico.</li>
<li>Las joyas doradas y rosadas tienen un baño de oro de 14k.</li>
</ul></p>
<p><strong>Características de todas nuestras joyas</strong></p>
<ul>
<li>Al ser fabricadas en acero quirúrgico, son hipoalergénicas.</li>
<li>Resistentes al agua.</li>
<li>Pulidas a mano.</li>
</ul>",,,,adultos,,,,dorado; plateado,,,metal; perlas; banado-en-oro,joyeria-fina,acero-inoxidable,colgante,,,femenino,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CO242DOXXW_dorado_collar-petal_uso_1.jpg?v=1776456255,g,,,TRUE,,,TRUE,,,active
collar-petal,,,,,,,,,Plateado,,,,,,,,CO242PLXXW,0,shopify,deny,manual,139000,,TRUE,TRUE,,,,,CO242PLXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CO242PLXXW_plateado_collar-petal-lf_051b7a28-9f11-455b-8801-fcae4df2c5e6.jpg?v=1776456255,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CO242PLXXW_plateado_collar-petal-lf_051b7a28-9f11-455b-8801-fcae4df2c5e6.jpg?v=1776456255,g,,,,,,,,,
collar-petal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CO242DOXXW_dorado_collar-petal_uso_1.jpg?v=1776456255,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
collar-petal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CO242DOXXW_dorado_collar-petal_lf_38ddacd5-d23c-41f3-9d67-2cabead5dd9f.jpg?v=1776456255,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
collar-petal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/Cajitas-Mujer-Ls-1_48217a41-b573-4068-867c-11d3c7e268f1.jpg?v=1776457326,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piercing-gaia,Piercing Gaia,"<p>El <strong>Piercing Gaia</strong> es ese detalle pequeño que hace la diferencia. Su diseño en acero quirúrgico se complementa con una piedra turquesa que aporta un toque de color fresco.<br>Elaborado en <strong>acero quirúrgico, es hipoalergénico, resistente al agua</strong> y no cambia de color, ideal para uso diario.<br></p>",Blunua,Ropa y accesorios > Joyería > Joyas para piercings,Piercings,"Dorado, for her, madres26, para ella, Piercing, Piercing Her, Piercings, Plateado, Regalo, Regalos",TRUE,Color,Dorado,,,,,,,,PI015DOXXW,0,shopify,deny,manual,52000,,TRUE,TRUE,,,,,PI015DOXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PI015DOXXW_dorado_piercing-gaia_lf.png?v=1784129639,1,,FALSE,,"Piercing en acero quirúrgico con piedra turquesa. Hipoalergénico, resistente al agua, no cambia de color. Piercing para mujer.",,,,,,,,,,,,mujer,,"<ul>
    <li><strong>Diámetro dije</strong>: 4 mm</li>
    <li><strong>Largo pin de seguridad</strong>: 7mm</li>
    <li><strong>Grosor pin de seguridad</strong>: 1 mm</li>
<ul>",,"<p><ul>
<li>Acero quirúrgico.</li>
<li>Piedra: Piedra Natural Turquesa</li>
<li>Las joyas doradas y rosadas tienen un baño de oro de 14k.</li>
</ul></p>
<p><strong>Características de todas nuestras joyas</strong></p>
<ul>
<li>Al ser fabricadas en acero quirúrgico, son hipoalergénicas.</li>
<li>Resistentes al agua.</li>
<li>Pulidas a mano.</li>
</ul>",,,,adultos,,,,dorado; plateado-1,,,banado-en-oro; acero-inoxidable,fine-jewelry; joyeria-fina,,,,,femenino; female,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PI015DOXXW-Dorado-Piercing.Gaia-Ls-1.jpg?v=1776376270,g,,,TRUE,,,TRUE,,,active
piercing-gaia,,,,,,,,,Plateado,,,,,,,,PI015PLXXW,0,shopify,deny,manual,52000,,TRUE,TRUE,,,,,PI015PLXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PI015DOXXW-Dorado-Piercing.Gaia-Ls-1.jpg?v=1776376270,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PI015PLXXW-Plateado-Piercing.Gaia-Ls-1.jpg?v=1776376270,g,,,,,,,,,
piercing-gaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PI015DOXXW-Dorado-Plateado-Piercing.Gaia-Ls-2.jpg?v=1776376270,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piercing-gaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PI015PLXXW-Plateado-Piercing.Gaia-Ls-1.jpg?v=1776376270,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piercing-gaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/Cajitas-Mujer-Ls-1_48217a41-b573-4068-867c-11d3c7e268f1.jpg?v=1776457326,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topitos-gaia,Topitos Gaia,"<p>Los <strong>Topitos Gaia</strong> son ese básico con color que siempre suma. Su diseño redondo en tono turquesa aporta un toque fresco y natural que resalta sin ser exagerado.<br>Elaborados en <strong>acero quirúrgico, son hipoalergénicos, resistentes al agua</strong> y no cambian de color, pensados para acompañarte siempre sin preocuparte por el desgaste.<br></p>",Blunua,Ropa y accesorios > Joyería > Pendientes,Aretes Topitos,"Aretes, Aretes Topito Her, Aretes Topitos, Aretes Topitos for her, Aretes Topitos Her, Dorado, for her, madres26, para ella, para ellas, Plateado, Regalo, Regalos, Relagos100W, Topitos, Topitos her",TRUE,Color,Dorado,,,,,,,,TO122DOXXW,0,shopify,deny,manual,98000,,TRUE,TRUE,,,,,TO122DOXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/Conjunto-Plateado-Gaia-Uso-2.jpg?v=1775580735,1,,FALSE,,"Topitos en acero quirúrgico con piedra turquesa redonda. Hipoalergénicos, resistentes al agua, no cambian de color.",,,,,,,,,,,,mujer,,"<ul>
<li><strong>Diámetro piedra</strong>: 9 mm</li>
<li><strong>Largo palito</strong>: 1 cm</li>
</ul>",,"<p><ul>
<li>Acero quirúrgico.</li>
<li>Piedra: Piedra Natural Turquesa.</li>
<li>Las joyas doradas y rosadas tienen un baño de oro de 14k.</li>
</ul></p>
<p><strong>Características de todas nuestras joyas</strong></p>
<ul>
<li>Al ser fabricadas en acero quirúrgico, son hipoalergénicas.</li>
<li>Resistentes al agua.</li>
<li>Pulidas a mano.</li>
</ul>",,,,adultos,,,,dorado; plateado,stud,,banado-en-oro; acero-inoxidable,fine-jewelry; joyeria-fina,acero-inoxidable,,,,femenino; female,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/TO122DOXXW_dorado_topitos-gaia_uso_78f06e3a-66c3-47e9-8c27-ceaac892d853.jpg?v=1776433880,g,,,TRUE,,,TRUE,,,active
topitos-gaia,,,,,,,,,Plateado,,,,,,,,TO122PLXXW,0,shopify,deny,manual,98000,,TRUE,TRUE,,,,,TO122PLXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/TO122DOXXW_dorado_topitos-gaia_uso_78f06e3a-66c3-47e9-8c27-ceaac892d853.jpg?v=1776433880,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/Conjunto-Plateado-Gaia-Uso-2.jpg?v=1775580735,g,,,,,,,,,
topitos-gaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/TO122DOXXW-Dorado-Topitos-Gaia-Ls-1.jpg?v=1776433880,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topitos-gaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/TO122DOXXW-Dorado-Topitos-Gaia-Uso-2.jpg?v=1776433880,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topitos-gaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/TO122PLXXW_plateado_topitos-gaia_uso_b739f520-544a-436a-bd66-51117a4dcb01.jpg?v=1776433880,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topitos-gaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/Conjunto-Dorado-Gaia-Ls-1_ad32c6d3-6b4a-46f2-b907-5a4d32739583.jpg?v=1776433880,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topitos-gaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/Cajitas-Mujer-Ls-1_48217a41-b573-4068-867c-11d3c7e268f1.jpg?v=1776457326,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
